STUFFID,bibtex,author,year,ref_title,ref_journal,ref_volume,ref_page,ref_doi,no1,no2,type1,ref1,type2,ref2,notes_stim,data_name,nonling,language,notes_lang,language_glotto,notes_glotto,population,notes_var,accuracy,ambiguity,aoa,arousal,assoc,category,cloze,complex,concrete,confusion,context,dist,dominate,easelearn,familiar,freq,gpc,identify,identifyld,identifyn,imageagree,imagevar,imagine,intense,letters,meaning,modality,morph,nameagree,orthon,phonemes,phonon,pos,prime,pronounce,recall,recognition,rime,rt,semantic,sensory,sentcomp,similar,syllables,syntax,typical,valence,visualcomp,wordcomp
608,Goslin2014,"Goslin, Galluzzi, & Romani",2014,PhonItalia: a phonological lexicon for Italian,Behavior Research Methods,46,872--886,10.3758/s13428-013-0400-8,120000,,Corpus,"CoLFIS: Bertinetto, Burani, Laudanna, Marconi, Ratti, Rolando, & Thornton (2005)",,,,,0,Italian,,ital1282,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
609,Montefinese2014,"Montefinese, Ambrosini, Fairfield, & Mammarella",2014,The adaptation of the Affective Norms for English Words (ANEW) for Italian,Behavior Research Methods,46,887--903,10.3758/s13428-013-0405-3,1121,,Words,"ANEW: Bradley & Lang (1999); Montefinese, Ambrosini, Fairfield, & Mammarella (2013)",,,,,0,Italian,,ital1282,,,,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
610,Guasch2013,"Guasch, Boada, Ferre, & Sanchwz-Casas",2013,NIM: A Web-based Swiss army knife to select stimuli for psycholinguistic studies,Behavior Research Methods,45,765--771,10.3758/s13428-012-0296-8,,,Words,"LEXESP: Sebasti_ çn-Gall_s, Mart', Carreiras, & Cuetos (2000); CTILC: Rafel (1998)",Words,BNC: BNC Consortium (2007),,NIM,0,Multiple,"English, British English, Spanish, Catalan",,"stan1293, stan1293, stan1288, stan1289",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
611,Consortium2007,BNC Consortium,2007,"The British National Corpus, Version 3 (BNC XML Edition)",www.natcorp.ox.ac.uk,,,,100000000,,Corpus,,,,,British National Corpus,0,British English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,VanHeuven2014,"van Heuven, Mandera, Keuleers, & Brysbaert",2014,SUBTLEX-UK: A new and improved word frequency database for British English,Quarterly Journal of Experimental Psychology,67,1176--1190,10.1080/17470218.2013.850521,201700000,,Corpus,subtitles from BBC,,,,SUBTLEX-UK,0,British English,,stan1293,,,Zipf frequency,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Brysbaert2011,"Brysbaert, Buchmeier, Conrad, Jacbos, Bolte, & Bohl",2011,The word frequency effect: A review of recent developments and implications for the choice of frequency estimates in German,Experimental Psychology,58,412--424,10.1027/1618-3169/a000123,254000000,,Corpus,Subtitles from Open Subtitles,,,,SUBTLEX-DE,0,German,,stan1295,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Cai2010,Cai & Brysbaert,2010,SUBTLEX-CH: Chinese word and character frequencies based on film subtitles,PLoS ONE,5,1--8,10.1371/journal.pone.0010729,46800000,33500000,Corpus,Chinese Subtitles,Words,,,SUBTLEX-CH,0,Chinese,,mand1415,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,Cuetos2011,"Cuetos, Glez-Nosti, Barbon, & Brysbaert",2011,SUBTLEX-ESP: Spanish word frequencies based on film subtitles,Psicologica,32,133--143,,41000000,,Corpus,Spanish Subtitles,,,,SUBTLEX-ESP,0,Spanish,,stan1288,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,Sebastian-Galles1996,"Sebastian-Galles, Marti, Carreiras, & Cuetos",2000,LEXESP: L_xico informatizado del espa_ _ol,"Barcelona, Spain: Edicions de la Universitat de Barcelona.",,,,5020930,,Corpus,"Texts, novels, newspapers, essays, magazines",,,,LEXESP,0,Spanish,,stan1288,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,Rafel1998,Rafel,1998,Diccionari de freqÅ_encies,"Barcelona, Spain: Institut d'Estudis Catalans",,,,,,Words,,,,,,0,Spanish,,stan1288,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,Kilgariff2004,"Kilgariff, Rychly, Smrz, & Tugwell",2004,The sketch engine (https://the.sketchengine.co.uk/),In Proceedings from EURALEX 2004,,105--116,,38796751,,Corpus,,,,,,0,Multiple,"English, British English",,"stan1293, stan1293",,"ACL Anthology Reference Corpus, British Academic Spoken and Written English Corpus, Brown Corpus available for search.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,Jenkins1970,Davies,2009,"The 385+ million word corpus of contemporary American English: Design, architecture, and linguistic insights",International Journal of Corpus Linguistics,14,159--190,10.1075/ijcl.14.2.02dav,385000000,,Corpus,,,,,COCA: Corpus of Contemporary American English,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,Macizo2000,"Macizo, Gomez-Ariza, & Bajo",2000,Associative norms of 58 Spanish words for children from 8 to 13 years old,Psicologica,21,287--300,,58,,Words,,,,,,0,Spanish,,stan1288,,Children 8-13 years old,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,Bertinetto2005,"Bertinetto, Burani, Laudanna, Marconi, Ratti, Rolando, & Thornton",2005,Corpus e Lessico di Frequenza dell Italiano Scritto (CoLFIS) [Corpus and Frequency Lexicon of Italian Contemporary Writing],http://www.ge.ilc.cnr.it/corpus.php,,,,3798275,,Corpus,,,,,CoLFIS,0,Italian,,ital1282,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,Biemann2007,"Biemann, Heyer, Quasthoff, & Richter",2007,The Leipzig Corpora Collection _ Monolingual corpora of standard size,Proceedings of Corpus Linguistics 2007,,,http://wortschatz.uni-leipzig.de/,30000000,,Corpus,,,,,Leipzig Corpora,0,German,,stan1295,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,Alameda1995,Alameda & Cuetos,1995,Diccionario de frecuencias de las unidades lingÅ_'sticas del espa_ _ol,Servicio de Publicaciones de la Universidad de Oviedo,,,,2000000,,Corpus,Texts,,,,,0,Spanish,,stan1288,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,Dimitropoulou2010,"Dimitropoulou, Dunabeitia, Aviles, Corral, & Carreiras",2010,Subtitle-based word frequencies as the best estimate of reading behavior: the case of Greek,Frontiers in Psychology,1,1--12,10.3389/fpsyg.2010.00218,27000000,,Corpus,Subtitles,,,,SUBTLEX-GR,0,Greek,,gree1276,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,Adelman2014,"Adelman, Johnson, McCormick, McKague, Kijoshita, & Davis",2014,A behavioral database for masked form priming,Behavior Research Methods,46,1052--1067,10.3758/s13428-013-0442-y,420,420,Words,,Pseudowords,,Words were paired with 27 types of primes,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
626,Alonso2015,"Alonso, Fernandez, & Diez",2014,Subjective age-of-acquisition norms for 7039 Spanish words,Behavior Research Methods,47,268--274,10.3758/s13428-014-0454-2,7039,,Words,"Alameda & Cuetos (1995); Alonso, Fernandez, & Diez (2011); Sebastian, Marti, Carreiras, & Cuetos (2000)",,"Fernandez, Diez, Alonso, & Beato (2004); Fernandez, Diez & Alonso (2013); Algarabel (1996)",,,0,Spanish,,stan1288,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
627,Bertels2014,"Bertels, Deliens, Peigneux, & Destrebecqz",2014,The Brussels Mood Inductive Audio Stories (MIAS) database,Behavior Research Methods,46,1098--1107,10.3758/s13428-014-0445-3,5,,Cloze/Sentences,,,,Mood inducing stories,Mood Inductive Audio Stories (MIAS),0,French,,stan1290,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
628,Vinson2008,"Vinson, Cormier, Denmark, Schembri, & Vigliocco",2008,"The British Sign Language (BSL) Norms for Age of Acquisition, Familiarity and Iconicity",Behavior Research Methods,4,1079--1087,10.3758/BRM.40.4.1079,300,,Other,"Dictionary, sign language teaching materials",,,Sign Language signs,British Sign Language (BSL) norms,0,British English,,stan1293,,,Iconicity,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,Crepaldi2013,"Crepaldi, Keuleers, Mandera, & Brysbaert",2013,SUBTLEX-IT: A frequency list for Italian based on movie subtitles,,,,,130000000,,Corpus,Movie subtitles,,,,SUBTLEX-IT,0,Italian,,ital1282,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
630,Devereux2014,"Devereux, Tyler, Geerzten, & Randall",2014,"The Centre for Speech, Language and the Brain (CSLB) concept property norms",Behavior Research Methods,46,1119--1127,10.3758/s13428-013-0420-4,866,,Words,"McRae, Cree, Seidenberg,& McNorgan (2005); Snodgrass & Vanderwart (1980)",,"MRC: Wilson (1988); Van Overschelde, Rawson, & Dunlosky, (2004)",,"Centre for Speech, Language and the Brain (CSLB) norms",0,British English,,stan1293,,,Feature production lists,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
631,Edmonds2014,Edmonds & Donovan,2014,Research applications for An Object and Action Naming Battery to assess naming skills in bilingual speakers,Behavior Research Methods,46,456--471,10.3758/s13428-013-0381-7,262,,Pictures,Edmonds & Donovan (2012),,,,Object and Action Naming Battery,1,Multiple,"English, Spanish",,"stan1293, stan1288",,Cognate status,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
632,Bates2003,"Bates, Damico, Jacobsen, Szekely, Andonova ... Tzeng",2003,Timed picture naming in seven languages,Psychonomic Bulletin & Review,10,344--380,10.3758/BF03196494,520,,Line drawings,Snodgrass & Vanderwart (1980); Peabody Picture Vocabulary Test (1981); Martinez-Dronkers,,Abbate & La Chappelle (1984); Boston Naming Test (1983); Oxford One Thousand Pictures,,,1,Multiple,"English, Spanish, Italian, Hungarian, Bulgarian, Chinese, German",,"stan1293, stan1288, ital1282, hung1274, bulg1262, stan1295",,"Goodness of depiction, complex word structure, frication",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
634,Dellacqua2000,"Dell Acqua, Lotto, & Job",2000,"Naming times and standardized norms for the Italian PD/DPSS set of 266 pictures: Direct comparisons with American, English, French, and Spanish published databases","Behavior Research Methods, Instruments, & Computers",32,588--615,10.3758/BF03200832,266,,Line drawings,"Lotto, Dell Acqua, & Job (2000)",,,,,1,Italian,,ital1282,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
635,Goldstone1994,Goldstone,1994,An efficient method for obtaining similarity data,"Behavior Research Methods, Instruments, & Computers",26,381--386,10.3758/BF03204653,,,Other,,,,,Goldstone Similarity Program,1,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
636,Gonzalez-Nosti2014,"Gonzalez-Nosti, Barbon, Rodriguez-Ferreiro, & Cuetos",2014,"Effects of the psycholinguistic variables on the lexical decision task in Spanish: A study with 2,765 words",Behavior Research Methods,46,517--525,10.3758/s13428-013-0383-5,2765,2765,Words,"Davies, Barbon, & Cuetos (2013)",Pseudowords,,,,0,Spanish,,stan1288,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
637,Keefe2014,"Keefe, Villing, Racey, Strong, Wincenciak, & Barraclough",2014,"A database of whole-body action videos for the study of action, emotion, and untrustworthiness",Behavior Research Methods,46,1042--1051,10.3758/s13428-013-0439-6,2783,,Other,,,,Videos,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
638,Miranda2004,"Miranda, Pompela, & Bueno",2004,A comparative study of norms for a 400 picture set between Brazilian and American children,Revista Brasileira de Psiquiatria,26,226--233,10.1590/S1516-44462004000400005,400,,Pictures,"Cycowicz, Friedman, Rothstein & Snodgrass (1997)",,,,,1,Portuguese,,port1283,,Children 5-7 years old,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,Akinina2015,"Akinina, Malyutina, Ivanova, Iskra, Mannova, & Dragoy",2014,Russian normative data for 375 action pictures and verbs,Behavior Research Methods,47,691--707,10.3758/s13428-014-0492-9,375,,Pictures,,Line drawings,,,,1,Russian,,russ1263,,,"Argument structure, name relation",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
640,Bonin2015,"Bonin, Meot, Millotte, & Bugaiska",2014,Norms and reading times for acronyms in French,Behavior Research Methods,47,251--267,10.3758/s13428-014-0466-y,319,,Words,,,,Acronyms,,0,French,,stan1290,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
641,Bonin2015a,"Bonin, Meot, Ferrand, & Bugaiska",2014,"Sensory experience ratings (SERs) for 1,659 French words: Relationships with other psycholinguistic variables and visual word recognition",Behavior Research Methods,47,813--825,10.3758/s13428-014-0503-x,1659,,Words,"Snodgrass & Vanderwart (1980), Ferrand, Bonin, Meot, Augustinova, New, Pallier, & Brysbaert (2008)",,,,,0,French,,stan1290,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
642,Gabert-Quillen2015,"Gabert-Quillen, Bartolini, Abravanel, & Sanislow",2014,Ratings for emotion film clips,Behavior Research Methods,47,773--787,10.3758/s13428-014-0500-0,18,,Other,,,,Videos,,0,English,,stan1293,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
643,Storkel2013,Storkel,2013,"A corpus of consonant_vowel_consonant real words and nonwords: Comparison of phonotactic probability, neighborhood density, and consonant age of acquisition",Behavior Research Methods,45,1159--1167,10.3758/s13428-012-0309-7,5765,,Words,"Storkel & Hoover (2010); Nusbaum, Pisoni, & Davis (1984)",,,CVC trigrams for real and nonwords,,0,English,,stan1293,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,Strand2013,Strand,2014,Phi-square Lexical Competition Database (Phi-Lex): An online tool for quantifying auditory and visual lexical competition,Behavior Research Methods,46,148--158,10.3758/s13428-013-0356-8,40481,,Words,"ELP: Balota, Yap, Cortese, Hutchison, Kessler, Loftis, Neely, Nelson, Simpson, & Treiman (2007)",,,,Phi-Lex: Phi-square Lexical Competition Database,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,Guerard2015,"Guerard, Lagace, & Brodeur",2014,Four types of manipulability ratings and naming latencies for a set of 560 photographs of objects,Behavior Research Methods,47,443--470,10.3758/s13428-014-0488-5,560,,Pictures,"BOSS: Brodeur, Dionne-Dostie, Montreuil, & Lepage (2010)",,,,,1,French,,stan1290,,,"Grasp, Movement, Pantomime, Number of actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
646,Keshtiari2015,"Keshtiari, Kuhlmann, Eslami, & Klann-Delius",2014,Recognizing emotional speech in Persian: Avalidated database of Persian emotional speech (Persian ESD),Behavior Research Methods,47,275--294,10.3758/s13428-014-0467-x,470,,Cloze/Sentences,,,,,,0,Persian,,,,,"Pitch, duration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
647,Marchewka2014,"Marchewka, Zurawski, Jednorog, & Grabowska",2014,"The Nencki Affective Picture System (NAPS): Introduction to a novel, standardized, wide-range, high-quality, realistic picture database",Behavior Research Methods,46,596--610,10.3758/s13428-013-0379-1,1356,,Pictures,,,,,NAPS: Nencki Affective Picture System,1,Polish,,poli1260,,,Approach-avoidance dimension,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
648,Mandera2015,"Mandera, Keuleers, Wodniecka & Brysbaert",2014,Subtlex-pl: subtitle-based word frequency estimates for Polish,Behavior Research Methods,47,471--483,10.3758/s13428-014-0489-4,78361,,Words,Movie subtitles,,,,SUBTLEX-PL,0,Polish,,poli1260,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
649,Mayberry2014,"Mayberry, Hall, & Zvaigzne",2014,Subjective frequency ratings for 432 ASL signs,Behavior Research Methods,46,526--539,10.3758/s13428-013-0370-x,432,,Other,,,,American Sign Language Symbols,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
650,Misersky2014,"Misersky, Gygax, Canal, Gabriel, Garnham ... Sczesny",2014,"Norms on the gender perception of role nouns in Czech, English, French, German, Italian, Norwegian, and Slovak",Behavior Research Methods,46,841--871,10.3758/s13428-013-0409-z,422,,Words,"Gabriel, Gygax, Sarrasin, Garnham, & Oakhill (2008); Kennison & Trofe (2003)",,,,,0,Multiple,"Czech, English, French, German, Italian, Norwegian, Slovak",,"czec1258, stan1293, stan1290, stan1295, ital1282, norw1258, slov1269",,Gender Typicality ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
651,Moldovan2015,"Moldovan, Ferre, Demestre, & Sanchez-Casas",2014,Semantic similarity: normative ratings for 185 Spanish noun triplets,Behavior Research Methods,47,788--799,10.3758/s13428-014-0501-z,185,,Word Pairs,,,,Word triplets,,0,Spanish,,stan1288,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
652,Monnier2014,Monnier & Syssau,2014,Affective norms for French words (FAN),Behavior Research Methods,46,1128--1137,10.3758/s13428-013-0431-1,1031,,Words,"Syssau & Font (2005); Bonin, Meot, Aubert, Malardier, Niedenthal, & Capelle-Toczek (2003)",,,"Lexique 2: New, Pallier, Brysbaert, & Ferrand (2004)",FAN: French Affective Norms,0,French,,stan1290,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
653,Moreno-Martinez2014,"Moreno-Martinez, Montoro, & Rodriguez-Rojo",2014,"Spanish norms for age of acquisition, concept familiarity, lexical frequency, manipulability, typicality, and other variables for 820 words from 14 living-nonliving concepts",Behavior Research Methods,46,1088--1097,10.3758/s13428-013-0435-x,820,14,Words,Moreno-Mart'nez & Montoro (2010),Categories,,,,0,Spanish,,stan1288,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
654,Shao2014,"Shao, Roelofs, & Meyer",2014,Predicting naming latencies for action pictures: Dutch norms,Behavior Research Methods,46,274--283,10.3758/s13428-013-0358-6,124,,Line drawings,"SUBTLEX-NL: Keuleers, Brysbaert, & New (2010)",,,,,1,Dutch,,dutc1256,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
655,Moreno-Martinez2012,Moreno-Martinez & Montoro,2012,An Ecological Alternative to Snodgrass & Vanderwart: 360 High Quality Colour Images with Norms for Seven Psycholinguistic Variables,PLoS ONE,7,e37527,10.1371/journal.pone.0037527,360,23,Pictures,Snodgrass & Vanderwart (1980),Categories,,,,1,Spanish,,stan1288,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
656,Naples2015,"Naples, Nguyen-Phuc, Coffman, Kresse, Faja, Bernier, & McPartland",2014,A computer-generated animated face stimulus set for psychophysiological research,Behavior Research Methods,47,562--570,10.3758/s13428-014-0491-x,222,,Pictures,,,,Faces,,1,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
657,Pind2000,"Pind, Jonsdottir, Gissurardottir, & Jonsson",2000,"Icelandic norms for the Snodgrass and Vanderward (1980) pictures: Name and image agreement, familiarity, and age of acquisition",Scandinavian Journal of Psychology,41,41--48,,260,,Line drawings,Snodgrass & Vanderwart (1980),,,,,1,Icelandic,,icel1247,,Children and adults,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,Pompeia2003,"Pompiea, Miranda, & Amodeo Bueno",2003,Brazilian standardised norms for a set of pictures are comparable with those obtained internationally,Arquivos de Neuro-Psiquiatria,61,916--919,10.1590/S0004-282X2003000600005,400,,Line drawings,Snodgrass & Vanderwart (1980),,,,,1,Portuguese,,port1283,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
659,Raman,"Raman, Raman, & Mertan",2014,"A standardized set of 260 pictures for Turkish: Norms of name and image agreement, age of acquisition, visual complexity, and conceptual familiarity",Behavior Research Methods,46,588--595,10.3758/s13428-013-0376-4,260,,Line drawings,Snodgrass & Vanderwart (1980),,,,,1,Turkish,,nucl1301,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
660,Roncero2015,Roncero & de Almeida,2014,"Semantic properties, aptness, familiarity, conventionality, and interpretive diversity scores for 84 metaphors and similes",Behavior Research Methods,47,800--812,10.3758/s13428-014-0502-y,84,,Cloze/Sentences,"Chiappe, Kennedy, & Chiappe (2003); Roncero, Kennedy, & Smyth (2006)",,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
